UnitID,Institution Name,Admissions men (ADM2021),Admissions men (ADM2020_RV),Admissions men (ADM2019_RV),Admissions men (ADM2018_RV),Admissions men (ADM2017_RV),Admissions men (ADM2016_RV),Admissions men (ADM2015_RV),Admissions men (ADM2014_RV),Admissions men (IC2013_RV),Admissions men (IC2012_RV),Admissions men (IC2011_RV),Admissions men (IC2010_RV),Admissions men (IC2009_RV),Admissions men (IC2008_RV),Admissions men (IC2007),Admissions men (IC2006),Admissions men (IC2005),Admissions men (IC2004),Admissions men (IC2003),Admissions men (IC2002),Admissions men (IC2001),
441982,Franklin W Olin College of Engineering,81,72,65,61,64,63,56,58,56,78,50,87,63,65,57,66,70,56,45,22,,
