UnitID,Institution Name,SAT Math 75th percentile score (ADM2021),SAT Math 75th percentile score (ADM2020_RV),SAT Math 75th percentile score (ADM2019_RV),SAT Math 75th percentile score (ADM2018_RV),SAT Math 75th percentile score (ADM2017_RV),SAT Math 75th percentile score (ADM2016_RV),SAT Math 75th percentile score (ADM2015_RV),SAT Math 75th percentile score (ADM2014_RV),SAT Math 75th percentile score (IC2013_RV),SAT Math 75th percentile score (IC2012_RV),SAT Math 75th percentile score (IC2011_RV),SAT Math 75th percentile score (IC2010_RV),
441982,Franklin W Olin College of Engineering,800,800,800,790,800,800,800,790,790,790,773,780,
