UnitID,Institution Name,SAT Evidence-Based Reading and Writing 75th percentile score (ADM2021),SAT Evidence-Based Reading and Writing 75th percentile score (ADM2020_RV),SAT Evidence-Based Reading and Writing 75th percentile score (ADM2019_RV),SAT Evidence-Based Reading and Writing 75th percentile score (ADM2018_RV),SAT Evidence-Based Reading and Writing 75th percentile score (ADM2017_RV),SAT Critical Reading 75th percentile score (ADM2016_RV),SAT Critical Reading 75th percentile score (ADM2015_RV),SAT Critical Reading 75th percentile score (ADM2014_RV),SAT Critical Reading 75th percentile score (IC2013_RV),SAT Critical Reading 75th percentile score (IC2012_RV),SAT Critical Reading 75th percentile score (IC2011_RV),SAT Critical Reading 75th percentile score (IC2010_RV),
441982,Franklin W Olin College of Engineering,780,770,760,760,770,780,800,760,760,775,773,750,
