UnitID,Institution Name,ACT English 75th percentile score (ADM2021),ACT English 75th percentile score (ADM2020_RV),ACT English 75th percentile score (ADM2019_RV),ACT English 75th percentile score (ADM2018_RV),ACT English 75th percentile score (ADM2017_RV),ACT English 75th percentile score (ADM2016_RV),ACT English 75th percentile score (ADM2015_RV),ACT English 75th percentile score (ADM2014_RV),ACT English 75th percentile score (IC2013_RV),ACT English 75th percentile score (IC2012_RV),ACT English 75th percentile score (IC2011_RV),ACT English 75th percentile score (IC2010_RV),
441982,Franklin W Olin College of Engineering,36,36,35,35,35,35,35,35,35,35,35,35,
