UnitID,Institution Name,ACT Math 25th percentile score (ADM2021),ACT Math 25th percentile score (ADM2020_RV),ACT Math 25th percentile score (ADM2019_RV),ACT Math 25th percentile score (ADM2018_RV),ACT Math 25th percentile score (ADM2017_RV),ACT Math 25th percentile score (ADM2016_RV),ACT Math 25th percentile score (ADM2015_RV),ACT Math 25th percentile score (ADM2014_RV),ACT Math 25th percentile score (IC2013_RV),ACT Math 25th percentile score (IC2012_RV),ACT Math 25th percentile score (IC2011_RV),ACT Math 25th percentile score (IC2010_RV),
441982,Franklin W Olin College of Engineering,34,34,33,34,31,33,32,32,31,33,33,33,
