UnitID,Institution Name,Applicants total (ADM2021),Applicants total (ADM2020_RV),Applicants total (ADM2019_RV),Applicants total (ADM2018_RV),Applicants total (ADM2017_RV),Applicants total (ADM2016_RV),Applicants total (ADM2015_RV),Applicants total (ADM2014_RV),Applicants total (IC2013_RV),Applicants total (IC2012_RV),Applicants total (IC2011_RV),Applicants total (IC2010_RV),Applicants total (IC2009_RV),Applicants total (IC2008_RV),Applicants total (IC2007),Applicants total (IC2006),Applicants total (IC2005),Applicants total (IC2004),Applicants total (IC2003),Applicants total (IC2002)
441982,Franklin W Olin College of Engineering,907,900,905,878,1062,1296,1075,983,801,781,768,567,824,964,1054,776,511,546,594,509
