UnitID,Institution Name,Enrolled total (ADM2021),Enrolled total (ADM2020_RV),Enrolled total (ADM2019_RV),Enrolled total (ADM2018_RV),Enrolled total (ADM2017_RV),Enrolled total (ADM2016_RV),Enrolled total (ADM2015_RV),Enrolled total (ADM2014_RV),Enrolled total (IC2013_RV),Enrolled total (IC2012_RV),Enrolled total (IC2011_RV),Enrolled total (IC2010_RV),
441982,Franklin W Olin College of Engineering,91,84,85,84,90,79,76,79,82,81,82,91,
