UnitID,Institution Name,SAT Evidence-Based Reading and Writing 25th percentile score (ADM2021),SAT Evidence-Based Reading and Writing 25th percentile score (ADM2020_RV),SAT Evidence-Based Reading and Writing 25th percentile score (ADM2019_RV),SAT Evidence-Based Reading and Writing 25th percentile score (ADM2018_RV),SAT Evidence-Based Reading and Writing 25th percentile score (ADM2017_RV),SAT Critical Reading 25th percentile score (ADM2016_RV),SAT Critical Reading 25th percentile score (ADM2015_RV),SAT Critical Reading 25th percentile score (ADM2014_RV),SAT Critical Reading 25th percentile score (IC2013_RV),SAT Critical Reading 25th percentile score (IC2012_RV),SAT Critical Reading 25th percentile score (IC2011_RV),SAT Critical Reading 25th percentile score (IC2010_RV),
441982,Franklin W Olin College of Engineering,730,695,700,710,710,690,710,690,690,700,690,670,
